Oras,Judet,Numar,Tip Artera,Nume Artera,Suprafata construita,Suprafata teren,An constructie,Pret
Bucuresti,Bucuresti,1,Strada,Strada Lipsa,155,245,1980,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,80,80,2000,83000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Odai,Odai,140,250,2017,82000
Bucuresti,Bucuresti,1,Giurgiului,Giurgiului,130,180,1987,139500
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Ion Mihalache,214,238,1960,170000
Bucuresti,Bucuresti,1,Strada,Strada Constantin Dobrogeanu Gherea,540,400,2007,695000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,257,500,2005,320000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Bucurestii Noi,375,300,2019,425000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,122,122,2000,150000
Bucuresti,Bucuresti,1,Odai,Odai,135,120,2017,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,120,120,2000,45000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,140,580,2002,400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,135,135,2000,50000
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,240,240,2000,149500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,152,152,2000,265000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,120,120,2000,49590
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,2,2,2000,38000
Bucuresti,Bucuresti,1,Strada,Strada Buhusi,60,140,2019,178000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,135,170,2017,75000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,100,100,2000,139500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,220,220,2000,100000
Bucuresti,Bucuresti,1,Odai,Odai,325,620,2019,140000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,350,350,2000,199000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,150,110,1935,150000
Bucuresti,Bucuresti,1,Tei,Tei,260,250,1940,309000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,122,122,2000,78500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,170,170,2000,160000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,350,220,2017,475000
Bucuresti,Bucuresti,1,Ferentari,Ferentari,55,400,1950,69800
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,500,400,2000,650000
Bucuresti,Bucuresti,1,Andronache,Andronache,210,210,2000,320000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,240,240,2000,599000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,207,207,2000,110000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,330,846,2000,309900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,256,256,2000,150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,126,126,2000,95000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,300,300,2000,300000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Strada,Strada Lt. Av. Stamatescu Grigore,192,351,1968,349000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,80,80,2000,17000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,90,90,2000,77500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,760000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,100,100,2000,200000
Bucuresti,Bucuresti,1,Padurea,Padurea Baneasa,150,170,2010,124000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,54,54,2000,24600
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,93,93,2000,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,800,800,2000,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,750,750,2000,22000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,220,220,2000,270000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,140,250,2018,78000
Bucuresti,Bucuresti,1,Grivita,Grivita,53,80,1938,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,76,76,2000,12000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,145,150,2019,120000
Bucuresti,Bucuresti,1,Salajan,Salajan,180,467,1970,156000
Bucuresti,Bucuresti,1,Strada,Strada Doctor Iacob Felix,60,27,1940,102800
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Bucurestii Noi,375,300,2019,425000
Bucuresti,Bucuresti,1,Titan,Titan,300,500,2005,180000
Bucuresti,Bucuresti,1,Strada,Strada Vasile Lucaciu,50,200,1930,160000
Bucuresti,Bucuresti,1,Drumul,Drumul Funigeilor,120,150,2018,57501
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,144,144,2000,99000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,1,1,2000,250000
Bucuresti,Bucuresti,1,Strada,Strada Theodor D. Sperantia,796,530,1934,730000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,32,32,2000,38000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,100,100,2000,142500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,78,78,2000,45000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,70,70,2000,82000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,65,65,2000,49000
Bucuresti,Bucuresti,1,Platforma,Platforma industriala Pipera,390,440,2006,349000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,100,100,2000,130000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,120,120,2000,130000
Bucuresti,Bucuresti,1,Floreasca,Floreasca,72,190,1943,590000
Bucuresti,Bucuresti,1,Strada,Strada Esarfei,380,400,2015,435000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,315,315,2000,100000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,120,250,2018,82000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"251,65",108,1930,115000
Bucuresti,Bucuresti,1,Strada,Strada Miraslau,216,200,2000,300000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Bucurestii Noi,375,300,2019,425000
Bucuresti,Bucuresti,1,Strada,Strada Lt. Col. Raducu Dumitru Durbac,78,140,1977,93000
Bucuresti,Bucuresti,1,Fundeni,Fundeni,400,400,2000,599000
Bucuresti,Bucuresti,1,Calea,Calea Grivitei,300,100,1942,299900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,200,200,2000,104999
Bucuresti,Bucuresti,1,Strada,Strada Toneanu Vasile,140,200,1930,119000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,200,200,2000,58500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,88,88,2000,155000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,122,155,2018,78990
Bucuresti,Bucuresti,1,Ferentari,Ferentari,440,500,1997,240000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,450,450,2000,855000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,200,200,2000,275000
Bucuresti,Bucuresti,1,Strada,Strada Almas,228,180,2012,244900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,300,250,2019,194999
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,480,480,2000,860000
Bucuresti,Bucuresti,1,Drumul,Drumul Gilaului,98,79,2018,105000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,220,220,2000,225000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,127,125,2019,84500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,150,150,2000,139000
Bucuresti,Bucuresti,1,Strada,Strada Petru si Pavel,120,252,1960,83500
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,110,110,2000,49000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,150,150,2000,250000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,720,720,2000,450000
Bucuresti,Bucuresti,1,Grivita,Grivita,2,2,2000,25000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Nicolae Grigorescu,45,300,1960,94000
Bucuresti,Bucuresti,1,Drumul,Drumul Gura Crivatului,120,50,2019,105000
Bucuresti,Bucuresti,1,Militari,Militari,160,160,2000,111000
Bucuresti,Bucuresti,1,Strada,Strada Granitului,59,240,1960,92000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,130,130,2000,104000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Viilor,90,156,1994,83000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,64,64,2000,149000
Bucuresti,Bucuresti,1,Vitan,Vitan,68,88,1940,62000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,500,500,2000,300000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,110,110,2000,75000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,120,120,2000,27000
Bucuresti,Bucuresti,1,Plevnei,Plevnei,220,150,1948,198000
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,240,240,2000,169999
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Strada,Strada Dantelei,135,200,2019,100000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,700,700,2000,350000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Nicolae Grigorescu,50,300,1960,94000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,130,130,2000,123000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,221,221,2000,60000
Bucuresti,Bucuresti,1,Strada,Strada Lapus,538,750,2009,630000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,2,2,2000,79000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,210,210,2000,110000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,64,64,2000,135000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,519,519,2000,178500
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,220,230,1957,295000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,180,180,2000,16000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,3,3,2000,26000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,280,280,2000,235000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,400,400,2000,90000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,180,180,2000,98000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,64,200,2008,126990
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Nicolae Grigorescu,45,300,1960,94000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,1,1,2000,12000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,345,345,2000,165000
Bucuresti,Bucuresti,1,Strada,Strada Golovita,230,250,2007,215000
Bucuresti,Bucuresti,1,Aviatiei,Aviatiei,280,300,2019,330000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,330,330,2000,550000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,100,160,2019,79900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,212,212,2000,260000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,127,125,2019,84500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,285,285,2000,145000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,100,100,2000,50000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,73,73,2000,149000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,123,123,2000,129000
Bucuresti,Bucuresti,1,Odai,Odai,170,210,2016,99000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,200,200,2000,84000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,190,190,2000,134500
Bucuresti,Bucuresti,1,Colentina,Colentina,301,240,1964,194900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,130,130,2000,69000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,130,130,2000,159900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,415,415,2000,229000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,120,120,2000,72000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,160,160,2000,209000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,145,145,2000,89990
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,165,2000,38000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,300,300,2000,300000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,4,4,2000,160000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,367,385,2014,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,156,156,2000,83000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,200,200,2000,170000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,180,180,2000,16000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,200,200,2000,182000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,140,140,2000,85000
Bucuresti,Bucuresti,1,Strada,Strada Dantelei,130,100,2019,98500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,295,295,2000,249000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,500,460,2004,549000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,92,92,2000,66500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,750000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,2,2,2000,250000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,3,3,2000,16000
Bucuresti,Bucuresti,1,Strada,Strada Soimarestilor,80,140,1940,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,135,135,2000,154000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,125,125,2000,45000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,140,140,2000,76000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,100,100,2000,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,80,115,2001,55000
Bucuresti,Bucuresti,1,Industriilor,Industriilor,50,130,1938,62500
Bucuresti,Bucuresti,1,Grivita,Grivita,116,216,1960,135000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,90,35,2018,75000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,100,100,2000,95000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,218,218,2000,125000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,125,125,2000,79650
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,67,67,2000,270000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,700,100,2006,985000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,55,55,2000,75000
Bucuresti,Bucuresti,1,Odai,Odai,160,230,2019,85000
Bucuresti,Bucuresti,1,Piata,Piata Dorobanti,360,352,1939,790000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,140,150,2000,99500
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,850000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,80,80,2000,59900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,170,170,2000,199000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,80,80,2000,13000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,60,60,2000,20700
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,75,75,2000,85000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,300,300,2000,399000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,220,220,2000,83000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,66,66,2000,50000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,130,130,2000,84900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,240,240,2000,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,140,140,2000,27899
Bucuresti,Bucuresti,1,Strada,Strada Theodor D. Sperantia,796,530,1934,730000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,200,200,2000,205000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,245,245,2000,160000
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,520,289,1950,858000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,120,120,2000,65500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,107,107,2000,260000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,240,240,2000,163000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,200,200,2000,120000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,240,240,2000,105000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,97,97,2000,110000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,110,110,2000,129000
Bucuresti,Bucuresti,1,Strada,Strada Iernii,120,125,2017,85000
Bucuresti,Bucuresti,1,Odai,Odai,110,60,2016,60500
Bucuresti,Bucuresti,1,Odai,Odai,160,230,2019,85000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,300,300,2000,299000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,165,165,2000,185000
Bucuresti,Bucuresti,1,Odai,Odai,180,250,2019,89500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,230,230,2000,160000
Bucuresti,Bucuresti,1,Strada,Strada Gataia,80,372,1980,125900
Bucuresti,Bucuresti,1,Strada,Strada Lastarisului,89,44,2000,93500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,720,720,2000,641000
Bucuresti,Bucuresti,1,Strada,Strada Soimarestilor,80,140,1940,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,400,400,2000,125000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,150,25,2019,92000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,250,250,2000,128000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,125,125,2000,117000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,150,90,2018,120000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,84,84,2000,130000
Bucuresti,Bucuresti,1,Strada,Strada Amicitiei,127,188,1990,78300
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,265,265,2000,130000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,330,846,2000,309900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,150,150,2000,87000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,649000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,300,240,2000,320000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,335,335,2000,120000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,150,150,2000,87000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,120,120,2000,200000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,169,169,2000,189000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,300,300,2000,300000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,280,280,2000,58000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,440,440,2000,435000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,187,187,2000,124990
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,212,212,2000,475000
Bucuresti,Bucuresti,1,Odai,Odai,155,270,2017,75900
Bucuresti,Bucuresti,1,Odai,Odai,110,100,2016,65000
Bucuresti,Bucuresti,1,Odai,Odai,200,330,2019,130000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,118,118,2000,194700
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,65,65,2000,95000
Bucuresti,Bucuresti,1,Strada,Strada Verii,113,100,2018,69000
Bucuresti,Bucuresti,1,Militari,Militari,310,350,2018,200000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,80,80,2000,56490
Bucuresti,Bucuresti,1,Ghencea,Ghencea,140,150,2019,95000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,115,115,2000,73000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,105,105,2000,65500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,100,100,2000,83000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,360,360,2000,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,250,250,2000,135000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,180,180,2000,270000
Bucuresti,Bucuresti,1,Odai,Odai,155,200,2018,85000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,140,140,2000,235000
